"id","inventario_stock","suap_stock","data_inventario","data_suap","current_stock","current_suap_stock","created_at","updated_at","deleted_at","asset_id","team_id"
"190","61","61","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"190","1"
"191","2","2","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"191","1"
"192","9","9","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"192","1"
"193","8","8","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"193","1"
"194","325","325","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"194","1"
"195","11","11","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"195","1"
"196","920","920","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"196","1"
"197","990","990","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"197","1"
"198","473","473","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"198","1"
"199","68","68","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"199","1"
"200","4","4","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"200","1"
"201","50","50","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"201","1"
"202","48","48","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"202","1"
"203","8","8","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"203","1"
"204","4","4","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"204","1"
"205","9","9","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"205","1"
"206","180","180","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"206","1"
"207","120","120","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"207","1"
"208","8","8","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"208","1"
"209","1489","1489","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"209","1"
"210","187","187","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"210","1"
"211","40","40","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","2022-03-01 06:11:15","2022-03-01 06:11:15",NULL,"211","1"
"212","208","208","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","212","1"
"213","240","240","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","213","1"
"214","541","541","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","214","1"
"215","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","215","1"
"216","43","43","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","216","1"
"217","191","191","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","217","1"
"218","6","6","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","218","1"
"219","36","36","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","219","1"
"220","19","19","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","220","1"
"221","9","9","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","221","1"
"222","20","20","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","222","1"
"223","51","51","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","223","1"
"224","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","224","1"
"225","4","4","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","225","1"
"226","2","2","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","226","1"
"227","13","13","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","227","1"
"228","26","26","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","228","1"
"229","13","13","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","229","1"
"230","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","230","1"
"231","2","2","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","231","1"
"232","75","75","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","232","1"
"233","41","41","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","233","1"
"234","230","230","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","234","1"
"235","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","235","1"
"236","30","30","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","236","1"
"237","34","34","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","237","1"
"238","13","13","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","238","1"
"239","47","47","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","239","1"
"240","31","31","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","240","1"
"241","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","241","1"
"242","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","242","1"
"243","84","84","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","243","1"
"244","6","6","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","244","1"
"245","3","3","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","245","1"
"246","8","8","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","246","1"
"247","20","20","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","247","1"
"248","27","27","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","248","1"
"249","11","11","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","249","1"
"250","12","12","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","250","1"
"251","17","17","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","251","1"
"252","32","32","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","252","1"
"253","47","47","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","253","1"
"254","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","254","1"
"255","3","3","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","255","1"
"256","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","256","1"
"257","17","17","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","257","1"
"258","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","258","1"
"259","326","326","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","259","1"
"260","86","86","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","260","1"
"261","12","12","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","261","1"
"262","48","48","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","262","1"
"263","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","263","1"
"264","12","12","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","264","1"
"265","65","65","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","265","1"
"266","114","114","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","266","1"
"267","28","28","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","267","1"
"268","37","37","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","268","1"
"269","54","54","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","269","1"
"270","7","7","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","270","1"
"271","35","35","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","271","1"
"272","30","30","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","272","1"
"273","24","24","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","273","1"
"274","24","24","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","274","1"
"275","5","5","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","275","1"
"276","10","10","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","276","1"
"277","35","35","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","277","1"
"278","29","29","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","278","1"
"279","16","16","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","279","1"
"280","7","7","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","280","1"
"281","1","1","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","281","1"
"282","4","4","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","282","1"
"283","5","5","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","283","1"
"284","13","13","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","284","1"
"285","1","1","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","285","1"
"286","1","1","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","286","1"
"287","48","48","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","287","1"
"288","4","4","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","288","1"
"289","28","28","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","289","1"
"290","12","12","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","290","1"
"291","17","17","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","291","1"
"292","2","2","2021-11-08 03:00:00","2021-11-08 03:00:00","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","292","1"
